show_id,type,title,director,cast,country,language,date_added,release_year,imdb_rating,imdb_votes,duration,listed_in,description
s0288,Movie,Kantara 288,Rishab Shetty,,India,Kannada,2023-03-31,2022,8.6,131934,148 min,"Crime, Drama","A action, thriller story featuring memorable characters and unexpected events."
s0289,Movie,The Lunchbox 289,Ritesh Batra,,India, HINDI,2018-10-28,2013,7.8,539489,104 min,"Comedies, Dramas",A international movies story featuring memorable characters and unexpected events.
s0290,Movie,3 Idiots 290,Rajkumar Hirani,,India,hindi,2018-01-20,2009,8.4,367766,170 min,"Drama, International",A international movies story featuring memorable characters and unexpected events.
s0291,Movie,Zindagi Na Milegi Dobara 291,Zoya Akhtar,,India,Hindi ,2017-08-16,2011,8.2,393327,155 min,Documentaries,A international movies story featuring memorable characters and unexpected events.
s0292,Movie,Kabhi Khushi Kabhie Gham 292,Karan Johar,"Actor One, Actor Two, Actor Three",India,,2017-12-10,2001,7.4,30756,210 min,Romantic Movies,"A action, thriller story featuring memorable characters and unexpected events."
s0293,Movie,Jawan 293,Atlee,"Actor One, Actor Two, Actor Three",India, HINDI,2025-01-15,2023,6.9,145483,169 min,"Drama, International","A crime, drama story featuring memorable characters and unexpected events."
s0294,Movie,The Killer 294,David Fincher,"Actor One, Actor Two, Actor Three",United States,english ,2022-04-29,2023,6.7,796902,118 min,Children & Family,A children & family story featuring memorable characters and unexpected events.
s0295,Movie,Maestro 295,Bradley Cooper,"Main Cast, Supporting Cast",United States,English,2023-12-05,2023,6.5,21127,129 min,"Crime, Drama",A documentaries story featuring memorable characters and unexpected events.
s0296,Movie,Society of the Snow 296,J. A. Bayona,,Spain,Español,2018-09-14,2023,7.8,554608,144 min,International Movies,"A action, thriller story featuring memorable characters and unexpected events."
s0297,Movie,The Adam Project 297,Shawn Levy,"Lead Actor, Lead Actress",United States,english,2020-04-04,2022,6.7,128967,106 min,"Drama, International",A documentaries story featuring memorable characters and unexpected events.
s0298,Movie,Don't Look Up 298,Adam McKay,,United States,english ,2021-09-25,2021,7.2,480518,138 min,"Action, Thriller","A action, thriller story featuring memorable characters and unexpected events."
s0299,Movie,The Power of the Dog 299,Jane Campion,,United States,Eng,2022-08-19,2021,6.8,18433,126 min,"Sci-Fi, Fantasy",A thrillers story featuring memorable characters and unexpected events.
s0300,Movie,Marriage Story 300,Noah Baumbach,"Actor One, Actor Two, Actor Three",United States,english ,2019-09-27,2019,7.9,306620,137 min,International Movies,"A drama, international story featuring memorable characters and unexpected events."
s0301,TV Show,Stranger Things 301,The Duffer Brothers,,United States, ENGLISH,2023-12-03,2016,8.7,438002,25 min,"Comedies, Dramas","A action, thriller story featuring memorable characters and unexpected events."
s0302,TV Show,The Crown 302,Peter Morgan,,United States, ENGLISH,24-Nov-2022,2016,8.6,571711,30 min,"Sci-Fi, Fantasy","A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0303,TV Show,Money Heist 303,Álex Pina,,Spain,Spanish,2023-03-29,2017,8.2,46849,35 min,International Movies,A romantic movies story featuring memorable characters and unexpected events.
s0304,TV Show,Dark 304,"Baran bo Odar, Jantje Friese","Main Cast, Supporting Cast",Germany,German,2019-11-14,2017,8.7,362751,40 min,Documentaries,"A action, thriller story featuring memorable characters and unexpected events."
s0305,TV Show,Breaking Bad 305,Vince Gilligan,"Actor One, Actor Two, Actor Three",United States,english ,2023-07-21,2008,9.5,47689,45 min,Romantic Movies,"A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0306,TV Show,Narcos 306,"Carlo Bernard, Chris Brancato",,Spain,spanish,2020-10-27,2015,8.8,730368,50 min,Children & Family,"A comedies, dramas story featuring memorable characters and unexpected events."
s0307,TV Show,Wednesday 307,"Alfred Gough, Miles Millar",,United States,English,2018-07-16,2022,8.0,39980,55 min,"Crime, Drama",A documentaries story featuring memorable characters and unexpected events.
s0308,TV Show,Bridgerton 308,Chris Van Dusen,"Lead Actor, Lead Actress",United States,english,2017-07-08,2020,7.4,326338,60 min,"Sci-Fi, Fantasy",A international movies story featuring memorable characters and unexpected events.
s0309,TV Show,The Witcher 309,Lauren Schmidt Hissrich,"Main Cast, Supporting Cast",United States,English ,2023-02-12,2019,8.0,791082,65 min,Documentaries,"A crime, drama story featuring memorable characters and unexpected events."
s0310,TV Show,Squid Game 310,Hwang Dong-hyuk,"Lead Actor, Lead Actress",South Korea,Korean,2021-01-11,2021,8.0,287688,,"Action, Thriller",A romantic movies story featuring memorable characters and unexpected events.
s0311,TV Show,The Queen's Gambit 311,"Scott Frank, Allan Scott",,United States,English ,2021-12-04,2020,8.5,406626,25 min,Romantic Movies,"A comedies, dramas story featuring memorable characters and unexpected events."
s0312,TV Show,Peaky Blinders 312,Steven Knight,"Lead Actor, Lead Actress",United States,english ,2022-08-04,2013,8.8,837220,30 min,"Sci-Fi, Fantasy","A crime, drama story featuring memorable characters and unexpected events."
s0313,TV Show,Black Mirror 313,Charlie Brooker,"Main Cast, Supporting Cast",United States,english ,2017-12-14,2011,8.7,452724,35 min,Thrillers,"A comedies, dramas story featuring memorable characters and unexpected events."
s0314,TV Show,The Umbrella Academy 314,Steve Blackman,"Main Cast, Supporting Cast",United States, ENGLISH,2023-02-22,2019,7.8,85158,40 min,Romantic Movies,"A crime, drama story featuring memorable characters and unexpected events."
s0315,TV Show,Lupin 315,George Kay,,France,French ,2020-06-18,2021,7.5,175939,45 min,Children & Family,A romantic movies story featuring memorable characters and unexpected events.
s0316,TV Show,Sacred Games 316,"Vikramaditya Motwane, Anurag Kashyap","Lead Actor, Lead Actress",India,Hindi,2022-01-15,2018,8.5,645918,50 min,International Movies,"A crime, drama story featuring memorable characters and unexpected events."
s0317,TV Show,Delhi Crime 317,Richie Mehta,,India,Hindi,2024-03-13,2019,8.5,382159,55 min,"Sci-Fi, Fantasy","A comedies, dramas story featuring memorable characters and unexpected events."
s0318,TV Show,Paatal Lok 318,Sudip Sharma,,India,hindi,2017-05-17,2020,8.1,37689,60 min,"Comedies, Dramas","A action, thriller story featuring memorable characters and unexpected events."
s0319,TV Show,Kota Factory 319,Saurabh Khanna,,India, HINDI,2019-09-03,2019,9.0,595999,65 min,"Drama, International",A thrillers story featuring memorable characters and unexpected events.
s0320,TV Show,The Family Man 320,"Raj Nidimoru, Krishna D.K.","Lead Actor, Lead Actress",India,Hindi ,2018-09-30,2019,8.7,466704,25 min,"Action, Thriller",A thrillers story featuring memorable characters and unexpected events.
s0321,Movie,The Irishman 321,Martin Scorsese,"Lead Actor, Lead Actress",United States,Eng,2018-07-27,2019,7.8,418568,209 min,Romantic Movies,"A crime, drama story featuring memorable characters and unexpected events."
s0322,Movie,Extraction 322,Sam Hargrave,"Main Cast, Supporting Cast",United States,English,2019-10-29,2020,6.8,772611,116 min,"Comedies, Dramas",A children & family story featuring memorable characters and unexpected events.
s0323,Movie,Bird Box 323,Susanne Bier,,United States,English ,2022-10-31,2018,6.6,124681,124 min,"Crime, Drama","A crime, drama story featuring memorable characters and unexpected events."
s0324,Movie,Red Notice 324,Rawson Marshall Thurber,"Actor One, Actor Two, Actor Three",United States,English ,2024-12-02,2021,6.3,642799,118 min,"Crime, Drama",A children & family story featuring memorable characters and unexpected events.
s0325,Movie,The Gray Man 325,"Anthony Russo, Joe Russo","Actor One, Actor Two, Actor Three",United States,English,2019-04-09,2022,6.5,78849,122 min,Children & Family,"A comedies, dramas story featuring memorable characters and unexpected events."
s0326,Movie,Enola Holmes 326,Harry Bradbeer,"Main Cast, Supporting Cast",United States,English ,2025-01-09,2020,6.6,716254,123 min,Romantic Movies,A romantic movies story featuring memorable characters and unexpected events.
s0327,Movie,Glass Onion 327,Rian Johnson,,United States,English,2024-12-25,2022,7.1,569707,139 min,"Crime, Drama","A crime, drama story featuring memorable characters and unexpected events."
s0328,Movie,All Quiet on the Western Front 328,Edward Berger,"Lead Actor, Lead Actress",Germany,german,2018-10-17,2022,7.8,534669,148 min,Documentaries,"A action, thriller story featuring memorable characters and unexpected events."
s0329,Movie,Roma 329,Alfonso Cuarón,"Actor One, Actor Two, Actor Three",Spain,spanish,2019-04-13,2018,7.7,829966,135 min,Children & Family,"A drama, international story featuring memorable characters and unexpected events."
s0330,Movie,The Platform 330,Galder Gaztelu-Urrutia,,Spain,Español,2021-01-27,2019,7.0,388031,94 min,Children & Family,"A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0331,Movie,The Mitchells vs. the Machines 331,"Michael Rianda, Jeff Rowe","Main Cast, Supporting Cast",United States,Eng,2018-06-25,2021,7.6,70141,114 min,"Crime, Drama",A international movies story featuring memorable characters and unexpected events.
s0332,Movie,Klaus 332,Sergio Pablos,,United States,english ,2025-01-24,2019,8.2,552431,96 min,International Movies,A international movies story featuring memorable characters and unexpected events.
s0333,Movie,The Half of It 333,Alice Wu,"Actor One, Actor Two, Actor Three",,English,2023-06-22,2020,6.9,333627,104 min,"Action, Thriller",A children & family story featuring memorable characters and unexpected events.
s0334,Movie,Dangal 334,Nitesh Tiwari,"Lead Actor, Lead Actress",India,Hind,2022-04-02,2016,8.3,135768,161 min,"Sci-Fi, Fantasy",A thrillers story featuring memorable characters and unexpected events.
s0335,Movie,Andhadhun 335,Sriram Raghavan,,India,hindi,2019-01-25,2018,8.2,528490,139 min,"Drama, International","A action, thriller story featuring memorable characters and unexpected events."
s0336,Movie,Drishyam 336,,"Lead Actor, Lead Actress",India,hindi,2022-11-02,2015,8.2,173855,163 min,"Comedies, Dramas",A romantic movies story featuring memorable characters and unexpected events.
s0337,Movie,RRR 337,S. S. Rajamouli,"Lead Actor, Lead Actress",India,telugu,2024-12-24,2022,7.8,545303,187 min,"Crime, Drama","A action, thriller story featuring memorable characters and unexpected events."
s0338,Movie,Kantara 338,Rishab Shetty,,India,kannada,2019-11-02,2022,8.6,288982,148 min,"Comedies, Dramas","A crime, drama story featuring memorable characters and unexpected events."
s0339,Movie,The Lunchbox 339,Ritesh Batra,"Main Cast, Supporting Cast",India,Hind,2023-12-01,2013,7.8,528186,104 min,"Comedies, Dramas",A thrillers story featuring memorable characters and unexpected events.
s0340,Movie,3 Idiots 340,Rajkumar Hirani,"Actor One, Actor Two, Actor Three",India,hindi,2023-07-16,2009,8.4,691931,170 min,Thrillers,A thrillers story featuring memorable characters and unexpected events.
s0341,Movie,Zindagi Na Milegi Dobara 341,Zoya Akhtar,"Main Cast, Supporting Cast",India,Hind,2020-10-23,2011,8.2,30951,155 min,"Action, Thriller","A drama, international story featuring memorable characters and unexpected events."
s0342,Movie,Kabhi Khushi Kabhie Gham 342,Karan Johar,"Lead Actor, Lead Actress",India,Hind,2024-03-21,2001,7.4,683959,210 min,Documentaries,A thrillers story featuring memorable characters and unexpected events.
s0343,Movie,Jawan 343,Atlee,"Main Cast, Supporting Cast",India,Hind,2021-09-12,2023,6.9,523430,169 min,"Sci-Fi, Fantasy","A crime, drama story featuring memorable characters and unexpected events."
s0344,Movie,The Killer 344,David Fincher,,United States, ENGLISH,2024-03-23,2023,6.7,257973,118 min,International Movies,"A crime, drama story featuring memorable characters and unexpected events."
s0345,Movie,Maestro 345,Bradley Cooper,"Main Cast, Supporting Cast",United States,English,10-Feb-2022,2023,6.5,166959,129 min,Children & Family,A international movies story featuring memorable characters and unexpected events.
s0346,Movie,Society of the Snow 346,J. A. Bayona,"Actor One, Actor Two, Actor Three",Spain,Spanish ,2022-06-16,2023,7.8,357917,144 min,Thrillers,"A comedies, dramas story featuring memorable characters and unexpected events."
s0347,Movie,The Adam Project 347,Shawn Levy,"Lead Actor, Lead Actress",United States,english ,2020-07-13,2022,6.7,771064,106 min,Romantic Movies,A international movies story featuring memorable characters and unexpected events.
s0348,Movie,Don't Look Up 348,Adam McKay,,United States, ENGLISH,2018-06-29,2021,7.2,590133,138 min,"Action, Thriller",A romantic movies story featuring memorable characters and unexpected events.
s0349,Movie,The Power of the Dog 349,Jane Campion,"Main Cast, Supporting Cast",United States,English ,2019-09-27,2021,6.8,281664,126 min,Children & Family,A documentaries story featuring memorable characters and unexpected events.
s0350,Movie,Marriage Story 350,Noah Baumbach,"Main Cast, Supporting Cast",United States,English,2018-08-10,2019,7.9,305509,137 min,International Movies,A thrillers story featuring memorable characters and unexpected events.
s0351,TV Show,Stranger Things 351,The Duffer Brothers,"Lead Actor, Lead Actress",United States,english,2021-09-18,2016,8.7,606948,30 min,Romantic Movies,A documentaries story featuring memorable characters and unexpected events.
s0352,TV Show,The Crown 352,Peter Morgan,,United States,English ,2018-10-24,2016,8.6,524187,35 min,"Crime, Drama",A children & family story featuring memorable characters and unexpected events.
s0353,TV Show,Money Heist 353,Álex Pina,,Spain,Spanish,2017-04-14,2017,8.2,480641,40 min,Documentaries,A documentaries story featuring memorable characters and unexpected events.
s0354,TV Show,Dark 354,"Baran bo Odar, Jantje Friese","Main Cast, Supporting Cast",Germany, GERMAN,2023-07-27,2017,8.7,296223,45 min,Children & Family,A thrillers story featuring memorable characters and unexpected events.
s0355,TV Show,Breaking Bad 355,Vince Gilligan,"Lead Actor, Lead Actress",United States,english ,2024-05-12,2008,9.5,563961,50 min,"Drama, International","A action, thriller story featuring memorable characters and unexpected events."
s0356,TV Show,Narcos 356,"Carlo Bernard, Chris Brancato","Lead Actor, Lead Actress",Spain,spanish,"November 10, 2021",2015,8.8,802161,55 min,International Movies,A romantic movies story featuring memorable characters and unexpected events.
s0357,TV Show,Wednesday 357,"Alfred Gough, Miles Millar",,United States,English ,2017-07-14,2022,,590307,60 min,Documentaries,A romantic movies story featuring memorable characters and unexpected events.
s0358,TV Show,Bridgerton 358,Chris Van Dusen,,United States, ENGLISH,2023-03-26,2020,7.4,529950,65 min,Children & Family,"A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0359,TV Show,The Witcher 359,Lauren Schmidt Hissrich,,United States,Eng,2020-02-29,2019,8.0,125782,25 min,"Comedies, Dramas","A action, thriller story featuring memorable characters and unexpected events."
s0360,TV Show,Squid Game 360,Hwang Dong-hyuk,,South Korea, KOREAN,2021-06-11,2021,8.0,384566,30 min,"Comedies, Dramas",A documentaries story featuring memorable characters and unexpected events.
s0361,TV Show,The Queen's Gambit 361,"Scott Frank, Allan Scott",,United States,Eng,2023-10-13,2020,8.5,43410,35 min,"Drama, International","A drama, international story featuring memorable characters and unexpected events."
s0362,TV Show,Peaky Blinders 362,Steven Knight,,United States,english ,2018-07-25,2013,8.8,545759,40 min,Children & Family,"A comedies, dramas story featuring memorable characters and unexpected events."
s0363,TV Show,Black Mirror 363,Charlie Brooker,"Lead Actor, Lead Actress",United States,Eng,2023-10-29,2011,8.7,644048,45 min,Romantic Movies,"A comedies, dramas story featuring memorable characters and unexpected events."
s0364,TV Show,The Umbrella Academy 364,Steve Blackman,"Lead Actor, Lead Actress",United States,Eng,2021-06-07,2019,7.8,623765,50 min,Romantic Movies,"A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0365,TV Show,Lupin 365,George Kay,,France,French ,2022-09-28,2021,7.5,315553,55 min,Children & Family,"A drama, international story featuring memorable characters and unexpected events."
s0366,TV Show,Sacred Games 366,"Vikramaditya Motwane, Anurag Kashyap","Main Cast, Supporting Cast",India, HINDI,2021-02-26,2018,8.5,437974,60 min,Thrillers,"A crime, drama story featuring memorable characters and unexpected events."
s0367,TV Show,Delhi Crime 367,Richie Mehta,,India,Hindi,2025-02-27,2019,8.5,279628,65 min,Thrillers,A thrillers story featuring memorable characters and unexpected events.
s0368,TV Show,Paatal Lok 368,Sudip Sharma,,India,Hindi,2019-07-31,2020,8.1,179994,25 min,"Sci-Fi, Fantasy",A thrillers story featuring memorable characters and unexpected events.
s0369,TV Show,Kota Factory 369,Saurabh Khanna,"Actor One, Actor Two, Actor Three",India,hindi,2021-04-16,2019,9.0,34304,30 min,Thrillers,"A action, thriller story featuring memorable characters and unexpected events."
s0370,TV Show,The Family Man 370,"Raj Nidimoru, Krishna D.K.","Lead Actor, Lead Actress",India,Hindi,2019-03-02,2019,8.7,440322,35 min,"Comedies, Dramas",A international movies story featuring memorable characters and unexpected events.
s0371,Movie,The Irishman 371,Martin Scorsese,,United States,english,2024-10-08,2019,7.8,527395,209 min,Thrillers,A children & family story featuring memorable characters and unexpected events.
s0372,Movie,Extraction 372,Sam Hargrave,"Main Cast, Supporting Cast",United States,english ,2025-04-11,2020,6.8,741258,116 min,"Comedies, Dramas","A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0373,Movie,Bird Box 373,Susanne Bier,"Lead Actor, Lead Actress",United States,Eng,2019-05-09,2018,6.6,695595,124 min,Children & Family,"A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0374,Movie,Red Notice 374,Rawson Marshall Thurber,"Actor One, Actor Two, Actor Three",United States, ENGLISH,2021-04-02,2021,6.3,483192,118 min,"Sci-Fi, Fantasy",A romantic movies story featuring memorable characters and unexpected events.
s0375,Movie,The Gray Man 375,"Anthony Russo, Joe Russo","Lead Actor, Lead Actress",United States, ENGLISH,2023-02-25,2022,6.5,640911,122 min,Children & Family,A documentaries story featuring memorable characters and unexpected events.
s0376,Movie,Enola Holmes 376,Harry Bradbeer,,United States, ENGLISH,2019-10-16,2020,6.6,314199,123 min,Documentaries,"A crime, drama story featuring memorable characters and unexpected events."
s0377,Movie,Glass Onion 377,Rian Johnson,"Actor One, Actor Two, Actor Three",United States,english ,2020-04-07,2022,7.1,724969,139 min,Children & Family,A romantic movies story featuring memorable characters and unexpected events.
s0378,Movie,All Quiet on the Western Front 378,Edward Berger,,Germany, GERMAN,2022-05-29,2022,7.8,835242,148 min,"Crime, Drama","A crime, drama story featuring memorable characters and unexpected events."
s0379,Movie,Roma 379,Alfonso Cuarón,,Spain,Español,2018-05-24,2018,7.7,399338,135 min,International Movies,A romantic movies story featuring memorable characters and unexpected events.
s0380,Movie,The Platform 380,Galder Gaztelu-Urrutia,"Main Cast, Supporting Cast",Spain, SPANISH,2018-09-01,2019,7.0,302802,94 min,"Action, Thriller",A romantic movies story featuring memorable characters and unexpected events.
s0381,Movie,The Mitchells vs. the Machines 381,"Michael Rianda, Jeff Rowe","Lead Actor, Lead Actress",United States,english ,2021-12-26,2021,7.6,784841,114 min,Children & Family,A documentaries story featuring memorable characters and unexpected events.
s0382,Movie,Klaus 382,Sergio Pablos,"Lead Actor, Lead Actress",United States,Eng,2019-04-17,2019,8.2,590518,96 min,"Crime, Drama","A comedies, dramas story featuring memorable characters and unexpected events."
s0383,Movie,The Half of It 383,Alice Wu,,United States,Eng,2018-04-02,2020,6.9,252105,104 min,Documentaries,"A drama, international story featuring memorable characters and unexpected events."
s0384,Movie,Dangal 384,Nitesh Tiwari,"Actor One, Actor Two, Actor Three",India,Hind,2024-07-15,2016,8.3,670133,161 min,Documentaries,"A drama, international story featuring memorable characters and unexpected events."
s0385,Movie,Andhadhun 385,Sriram Raghavan,"Lead Actor, Lead Actress",India,Hindi ,2018-02-24,2018,8.2,753404,139 min,Children & Family,"A action, thriller story featuring memorable characters and unexpected events."
s0386,Movie,Drishyam 386,Nishikant Kamat,"Main Cast, Supporting Cast",India,hindi,2024-08-31,2015,8.2,578286,163 min,"Comedies, Dramas",A international movies story featuring memorable characters and unexpected events.
s0387,Movie,RRR 387,S. S. Rajamouli,,India,Telugu ,2024-05-07,2022,7.8,683339,187 min,Documentaries,"A crime, drama story featuring memorable characters and unexpected events."
s0388,Movie,Kantara 388,Rishab Shetty,"Main Cast, Supporting Cast",India, KANNADA,17-Aug-2020,2022,8.6,807266,148 min,"Action, Thriller",A thrillers story featuring memorable characters and unexpected events.
s0389,Movie,The Lunchbox 389,Ritesh Batra,"Main Cast, Supporting Cast",India,,2019-08-19,2013,7.8,184768,104 min,International Movies,"A comedies, dramas story featuring memorable characters and unexpected events."
s0390,Movie,3 Idiots 390,Rajkumar Hirani,,India,Hindi ,2017-06-07,2009,8.4,196561,170 min,"Crime, Drama","A drama, international story featuring memorable characters and unexpected events."
s0391,Movie,Zindagi Na Milegi Dobara 391,Zoya Akhtar,,India, HINDI,2017-02-16,2011,8.2,633263,155 min,"Action, Thriller",A romantic movies story featuring memorable characters and unexpected events.
s0392,Movie,Kabhi Khushi Kabhie Gham 392,Karan Johar,,India,Hindi ,2020-03-20,2001,7.4,550987,210 min,Children & Family,"A comedies, dramas story featuring memorable characters and unexpected events."
s0393,Movie,Jawan 393,Atlee,"Lead Actor, Lead Actress",India,Hindi ,2022-09-06,2023,6.9,203377,169 min,"Action, Thriller",A romantic movies story featuring memorable characters and unexpected events.
s0394,Movie,The Killer 394,David Fincher,,United States,english ,2018-11-06,2023,6.7,680976,118 min,"Crime, Drama","A comedies, dramas story featuring memorable characters and unexpected events."
s0395,Movie,Maestro 395,Bradley Cooper,"Lead Actor, Lead Actress",United States,english ,2017-03-08,2023,6.5,830379,129 min,"Crime, Drama",A thrillers story featuring memorable characters and unexpected events.
s0396,Movie,Society of the Snow 396,J. A. Bayona,,Spain,spanish,2024-08-03,2023,7.8,641832,144 min,International Movies,A international movies story featuring memorable characters and unexpected events.
s0397,Movie,The Adam Project 397,Shawn Levy,"Main Cast, Supporting Cast",United States, ENGLISH,2022-10-21,2022,6.7,421504,106 min,"Action, Thriller","A comedies, dramas story featuring memorable characters and unexpected events."
s0398,Movie,Don't Look Up 398,Adam McKay,"Lead Actor, Lead Actress",United States,English ,2018-08-08,2021,7.2,261296,138 min,"Drama, International","A crime, drama story featuring memorable characters and unexpected events."
s0399,Movie,The Power of the Dog 399,Jane Campion,,United States,english,2021-04-30,2021,6.8,791571,126 min,"Crime, Drama",A romantic movies story featuring memorable characters and unexpected events.
s0400,Movie,Marriage Story 400,Noah Baumbach,,United States,Eng,2020-05-30,2019,7.9,13191,137 min,"Crime, Drama",A romantic movies story featuring memorable characters and unexpected events.
s0401,TV Show,Stranger Things 401,The Duffer Brothers,"Main Cast, Supporting Cast",United States,english,2024-10-17,2016,8.7,489202,40 min,"Crime, Drama","A comedies, dramas story featuring memorable characters and unexpected events."
s0402,TV Show,The Crown 402,Peter Morgan,"Lead Actor, Lead Actress",United States,english ,2021-07-28,2016,8.6,725021,45 min,"Action, Thriller","A crime, drama story featuring memorable characters and unexpected events."
s0403,TV Show,Money Heist 403,,"Actor One, Actor Two, Actor Three",Spain,Español,2021-02-23,2017,8.2,141257,50 min,Children & Family,"A comedies, dramas story featuring memorable characters and unexpected events."
s0404,TV Show,Dark 404,"Baran bo Odar, Jantje Friese",,Germany, GERMAN,2022-02-16,2017,8.7,494899,55 min,"Sci-Fi, Fantasy",A documentaries story featuring memorable characters and unexpected events.
s0405,TV Show,Breaking Bad 405,Vince Gilligan,"Main Cast, Supporting Cast",United States,english ,2019-10-20,2008,9.5,552233,60 min,Children & Family,"A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0406,TV Show,Narcos 406,"Carlo Bernard, Chris Brancato",,Spain, SPANISH,2024-12-01,2015,8.8,118859,65 min,"Drama, International","A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0407,TV Show,Wednesday 407,"Alfred Gough, Miles Millar",,United States,english,2022-09-11,2022,8.0,158331,25 min,"Comedies, Dramas",A romantic movies story featuring memorable characters and unexpected events.
s0408,TV Show,Bridgerton 408,Chris Van Dusen,"Actor One, Actor Two, Actor Three",United States,English ,2022-11-11,2020,7.4,752942,30 min,Thrillers,A children & family story featuring memorable characters and unexpected events.
s0409,TV Show,The Witcher 409,Lauren Schmidt Hissrich,"Main Cast, Supporting Cast",United States,Eng,2018-01-17,2019,8.0,476658,35 min,"Comedies, Dramas","A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0410,TV Show,Squid Game 410,Hwang Dong-hyuk,"Main Cast, Supporting Cast",South Korea,Korean ,2021-09-07,2021,8.0,587141,40 min,Children & Family,"A crime, drama story featuring memorable characters and unexpected events."
s0411,TV Show,The Queen's Gambit 411,"Scott Frank, Allan Scott","Lead Actor, Lead Actress",United States,English,2025-02-19,2020,8.5,4361,45 min,Documentaries,A thrillers story featuring memorable characters and unexpected events.
s0412,TV Show,Peaky Blinders 412,Steven Knight,"Lead Actor, Lead Actress",United States,English,2017-11-05,2013,8.8,735606,50 min,"Action, Thriller","A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0413,TV Show,Black Mirror 413,Charlie Brooker,"Main Cast, Supporting Cast",United States,English,2017-09-13,2011,8.7,302236,,International Movies,"A comedies, dramas story featuring memorable characters and unexpected events."
s0414,TV Show,The Umbrella Academy 414,Steve Blackman,,United States,english ,2018-07-18,2019,7.8,393850,55 min,International Movies,A children & family story featuring memorable characters and unexpected events.
s0415,TV Show,Lupin 415,George Kay,,France,French ,2021-04-05,2021,7.5,140649,60 min,Romantic Movies,"A action, thriller story featuring memorable characters and unexpected events."
s0416,TV Show,Sacred Games 416,"Vikramaditya Motwane, Anurag Kashyap",,,Hind,2019-01-11,2018,8.5,134733,65 min,Documentaries,"A drama, international story featuring memorable characters and unexpected events."
s0417,TV Show,Delhi Crime 417,Richie Mehta,,India,Hindi,2025-07-04,2019,8.5,707415,25 min,"Sci-Fi, Fantasy",A international movies story featuring memorable characters and unexpected events.
s0418,TV Show,Paatal Lok 418,Sudip Sharma,"Actor One, Actor Two, Actor Three",India,Hindi ,2022-12-28,2020,8.1,484200,30 min,Romantic Movies,"A comedies, dramas story featuring memorable characters and unexpected events."
s0419,TV Show,Kota Factory 419,Saurabh Khanna,"Main Cast, Supporting Cast",India,hindi,2020-02-13,2019,9.0,34982,35 min,International Movies,A thrillers story featuring memorable characters and unexpected events.
s0420,TV Show,The Family Man 420,"Raj Nidimoru, Krishna D.K.","Main Cast, Supporting Cast",India,hindi,2017-03-15,2019,8.7,106997,40 min,Thrillers,"A drama, international story featuring memorable characters and unexpected events."
s0421,Movie,The Irishman 421,Martin Scorsese,"Main Cast, Supporting Cast",United States,Eng,2022-01-12,2019,7.8,257822,209 min,"Drama, International",A international movies story featuring memorable characters and unexpected events.
s0422,Movie,Extraction 422,Sam Hargrave,,United States,english,2021-12-12,2020,6.8,229023,116 min,"Drama, International","A comedies, dramas story featuring memorable characters and unexpected events."
s0423,Movie,Bird Box 423,Susanne Bier,"Actor One, Actor Two, Actor Three",United States, ENGLISH,2022-09-04,2018,6.6,768251,124 min,Thrillers,A romantic movies story featuring memorable characters and unexpected events.
s0424,Movie,Red Notice 424,Rawson Marshall Thurber,"Lead Actor, Lead Actress",United States,Eng,2023-07-03,2021,6.3,249611,118 min,"Crime, Drama","A comedies, dramas story featuring memorable characters and unexpected events."
s0425,Movie,The Gray Man 425,"Anthony Russo, Joe Russo","Actor One, Actor Two, Actor Three",United States,Eng,2024-06-06,2022,6.5,434849,122 min,"Crime, Drama","A crime, drama story featuring memorable characters and unexpected events."
s0426,Movie,Enola Holmes 426,Harry Bradbeer,,United States,Eng,2017-09-16,2020,6.6,772125,123 min,"Comedies, Dramas",A international movies story featuring memorable characters and unexpected events.
s0427,Movie,Glass Onion 427,Rian Johnson,"Main Cast, Supporting Cast",United States,English ,"April 05, 2023",2022,7.1,362345,139 min,International Movies,"A sci-fi, fantasy story featuring memorable characters and unexpected events."
s0428,Movie,All Quiet on the Western Front 428,Edward Berger,,Germany,German ,2020-08-07,2022,7.8,157666,148 min,"Crime, Drama",A international movies story featuring memorable characters and unexpected events.
s0429,Movie,Roma 429,Alfonso Cuarón,,Spain,Español,2019-02-02,2018,7.7,253873,135 min,Documentaries,"A crime, drama story featuring memorable characters and unexpected events."
s0430,Movie,The Platform 430,Galder Gaztelu-Urrutia,,Spain,spanish,2024-12-17,2019,7.0,61623,94 min,"Sci-Fi, Fantasy",A international movies story featuring memorable characters and unexpected events.
s0431,Movie,The Mitchells vs. the Machines 431,"Michael Rianda, Jeff Rowe",,United States,Eng,12-Sep-2021,2021,7.6,141806,114 min,International Movies,A documentaries story featuring memorable characters and unexpected events.
